Job Role,Skills,Experience (Years),Education,Certifications,CGPA,Job Fit Score,Type,Source
Data Scientist,"Machine Learning, Statistics, Python",4.4,BS in Data Science,AWS Machine Learning,7.62,46.96,synthetic,NA
Data Scientist,"Statistics, Deep Learning, Machine Learning",2.4,BS in Data Science,AWS Machine Learning,6.48,32.84,synthetic,NA
Cybersecurity Analyst,"SIEM, SOC, Penetration Testing",2.2,MS in Information Security,CEH,7.66,41.78,synthetic,NA
QA Engineer,"Selenium, Test Automation, JUnit",0.4,MS in Software Testing,Certified Selenium Tester,6.61,28.88,synthetic,NA
DevOps Engineer,"AWS, Terraform, CI/CD",4.5,MS in Cloud Computing,AWS Certified DevOps Engineer,9.02,58.41,synthetic,NA
Database Administrator,"MongoDB, MySQL, PostgreSQL",3.3,MS in Data Engineering,AWS Database Specialty,7.53,43.49,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, PyTorch, NLP",11.1,BS in AI & ML,Deep Learning Specialization,7.08,59.39,synthetic,NA
Full Stack Developer,"Node.js, Django, React",7.3,MS in Full Stack Development,NA,8.71,47.93,synthetic,NA
AI/ML Engineer,"TensorFlow, NLP, PyTorch",7.4,MS in Deep Learning,Google Professional ML Engineer,7.65,54.7,synthetic,NA
Embedded Software Engineer,"C, IoT, C++",5.3,MS in IoT,ARM Certified Embedded Developer,7.33,46.89,synthetic,NA
DevOps Engineer,"CI/CD, Docker, Terraform",7.2,MS in Cloud Computing,Docker Certified Associate,7.32,51.56,synthetic,NA
Embedded Software Engineer,"C, RTOS, C++",0.8,MS in IoT,ARM Certified Embedded Developer,7.63,38.04,synthetic,NA
Embedded Software Engineer,"RTOS, C++, Microcontrollers",7.4,B.Tech in Embedded Systems,ARM Certified Embedded Developer,5.0,33.5,synthetic,NA
Database Administrator,"SQL, PostgreSQL, MongoDB",7.1,MS in Data Engineering,AWS Database Specialty,8.49,60.67,synthetic,NA
Full Stack Developer,"React, Django, Express",8.5,B.Tech in Computer Applications,NA,7.38,40.29,synthetic,NA
DevOps Engineer,"Kubernetes, Terraform, CI/CD",5.4,B.Tech in Information Technology,Docker Certified Associate,7.87,51.46,synthetic,NA
System Administrator,"Linux, Firewall, Windows Server",1.8,BS in IT Administration,Microsoft Certified Solutions Expert,9.55,55.9,synthetic,NA
Cybersecurity Analyst,"Network Security, Ethical Hacking, SIEM",0.7,BS in Cybersecurity,CEH,5.0,16.75,synthetic,NA
Database Administrator,"SQL, MySQL, MongoDB",8.9,BS in Database Management,AWS Database Specialty,8.05,61.65,synthetic,NA
Software Engineer,"Algorithms, C++, Data Structures",0.9,M.Tech in Computer Science,NA,6.27,12.41,synthetic,NA
System Administrator,"Linux, Firewall, Networking",7.5,BS in IT Administration,Red Hat Certified Engineer,8.13,58.79,synthetic,NA
Embedded Software Engineer,"Microcontrollers, RTOS, C++",2.4,B.Tech in Embedded Systems,ARM Certified Embedded Developer,5.82,27.56,synthetic,NA
QA Engineer,"Bug Tracking, Selenium, JIRA",3.8,MS in Software Testing,ISTQB,7.27,42.66,synthetic,NA
Product Manager,"User Research, Scrum, Roadmap Planning",6.6,BBA in Product Management,Certified Scrum Product Owner,10.0,71.5,synthetic,NA
Backend Developer,"Spring Boot, GraphQL, Node.js",6.3,M.Tech in Software Systems,NA,8.53,43.99,synthetic,NA
Data Scientist,"Machine Learning, R, Deep Learning",2.3,MS in Artificial Intelligence,AWS Machine Learning,8.45,48.35,synthetic,NA
Embedded Software Engineer,"C, C++, Microcontrollers",4.8,B.Tech in Embedded Systems,ARM Certified Embedded Developer,7.58,47.64,synthetic,NA
System Administrator,"Firewall, Windows Server, Networking",2.0,BS in IT Administration,Red Hat Certified Engineer,7.11,36.88,synthetic,NA
Product Manager,"Roadmap Planning, User Research, Agile",4.6,BBA in Product Management,Certified Scrum Product Owner,6.96,42.18,synthetic,NA
Full Stack Developer,"MongoDB, React, Django",10.0,B.Tech in Computer Applications,NA,7.98,48.84,synthetic,NA
DevOps Engineer,"Docker, Terraform, CI/CD",6.2,B.Tech in Information Technology,AWS Certified DevOps Engineer,7.79,52.82,synthetic,NA
Cloud Engineer,"DevOps, Azure, Terraform",2.4,B.Tech in Computer Science,AWS Solutions Architect,6.61,33.88,synthetic,NA
Frontend Developer,"JavaScript, React, CSS",4.9,MS in UI/UX Design,NA,7.36,31.13,synthetic,NA
QA Engineer,"Bug Tracking, Test Automation, JIRA",6.5,B.Tech in Computer Science,Certified Selenium Tester,7.63,52.29,synthetic,NA
Frontend Developer,"React, JavaScript, Angular",1.5,BS in Web Development,NA,6.6,16.55,synthetic,NA
DevOps Engineer,"CI/CD, Terraform, Kubernetes",4.2,MS in Cloud Computing,Docker Certified Associate,7.08,42.14,synthetic,NA
Product Manager,"Scrum, Roadmap Planning, JIRA",4.0,MBA in Technology Management,Certified Scrum Product Owner,6.8,39.4,synthetic,NA
Cloud Engineer,"Terraform, AWS, Google Cloud",8.2,B.Tech in Computer Science,Azure Fundamentals,7.54,55.82,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, SIEM, Network Security",2.6,MS in Information Security,CEH,7.66,42.78,synthetic,NA
System Administrator,"Windows Server, Bash Scripting, Networking",4.8,BS in IT Administration,Red Hat Certified Engineer,7.52,47.16,synthetic,NA
Database Administrator,"MySQL, PostgreSQL, SQL",9.5,MS in Data Engineering,AWS Database Specialty,8.52,66.91,synthetic,NA
Cloud Engineer,"DevOps, Terraform, Google Cloud",3.5,MS in Cloud Computing,AWS Solutions Architect,6.33,34.39,synthetic,NA
Full Stack Developer,"Node.js, Express, Django",4.6,MS in Full Stack Development,NA,8.26,37.58,synthetic,NA
Data Scientist,"R, Statistics, Deep Learning",9.8,MS in Artificial Intelligence,AWS Machine Learning,8.64,68.62,synthetic,NA
Data Scientist,"Deep Learning, Statistics, Machine Learning",11.2,PhD in Machine Learning,AWS Machine Learning,7.51,63.08,synthetic,NA
System Administrator,"Firewall, Windows Server, Networking",2.0,BS in IT Administration,Red Hat Certified Engineer,10.0,60.0,synthetic,NA
Software Engineer,"C++, Python, Algorithms",8.8,B.Tech in Computer Science,NA,6.62,34.96,synthetic,NA
Cloud Engineer,"Azure, DevOps, AWS",6.0,B.Tech in Computer Science,AWS Solutions Architect,7.17,47.36,synthetic,NA
AI/ML Engineer,"TensorFlow, Computer Vision, NLP",4.9,BS in AI & ML,Deep Learning Specialization,7.71,48.93,synthetic,NA
Frontend Developer,"React, CSS, Angular",5.7,MS in UI/UX Design,NA,8.14,39.37,synthetic,NA
Product Manager,"JIRA, Scrum, Roadmap Planning",10.0,MBA in Technology Management,Certified Scrum Product Owner,9.48,75.84,synthetic,NA
DevOps Engineer,"Terraform, Docker, AWS",3.8,B.Tech in Information Technology,AWS Certified DevOps Engineer,6.41,35.78,synthetic,NA
Software Engineer,"Java, Data Structures, Python",1.0,M.Tech in Computer Science,NA,7.04,18.82,synthetic,NA
QA Engineer,"Selenium, JUnit, Bug Tracking",5.9,B.Tech in Computer Science,ISTQB,6.58,42.39,synthetic,NA
Data Scientist,"Statistics, Deep Learning, Machine Learning",0.0,MS in Artificial Intelligence,AWS Machine Learning,5.0,15.0,synthetic,NA
Cybersecurity Analyst,"Ethical Hacking, Network Security, Penetration Testing",1.9,BS in Cybersecurity,CEH,7.23,37.59,synthetic,NA
Frontend Developer,"Vue.js, Angular, CSS",6.0,MS in UI/UX Design,NA,7.53,35.24,synthetic,NA
QA Engineer,"JIRA, Selenium, JUnit",8.8,MS in Software Testing,Certified Selenium Tester,8.72,66.76,synthetic,NA
AI/ML Engineer,"PyTorch, TensorFlow, Computer Vision",4.8,BS in AI & ML,Google Professional ML Engineer,6.12,35.96,synthetic,NA
Embedded Software Engineer,"C++, IoT, C",8.2,MS in IoT,ARM Certified Embedded Developer,8.78,65.74,synthetic,NA
Embedded Software Engineer,"C++, RTOS, C",4.3,MS in IoT,ARM Certified Embedded Developer,7.35,44.55,synthetic,NA
System Administrator,"Firewall, Linux, Bash Scripting",3.9,MS in Systems Engineering,Microsoft Certified Solutions Expert,5.39,27.87,synthetic,NA
Frontend Developer,"CSS, React, Angular",0.5,MS in UI/UX Design,NA,7.69,22.77,synthetic,NA
Cloud Engineer,"Terraform, Azure, Google Cloud",6.2,MS in Cloud Computing,AWS Solutions Architect,5.18,31.94,synthetic,NA
Data Scientist,"R, Python, Statistics",3.7,BS in Data Science,AWS Machine Learning,6.94,39.77,synthetic,NA
Backend Developer,"Django, GraphQL, Flask",6.8,M.Tech in Software Systems,NA,6.92,32.36,synthetic,NA
Cloud Engineer,"AWS, Terraform, Google Cloud",9.6,B.Tech in Computer Science,AWS Solutions Architect,7.26,57.08,synthetic,NA
AI/ML Engineer,"TensorFlow, Reinforcement Learning, Computer Vision",6.3,MS in Deep Learning,Deep Learning Specialization,6.96,46.43,synthetic,NA
Backend Developer,"GraphQL, Flask, Spring Boot",1.5,M.Tech in Software Systems,NA,6.11,12.63,synthetic,NA
Product Manager,"Scrum, User Research, JIRA",0.0,MBA in Technology Management,Certified Scrum Product Owner,7.4,34.2,synthetic,NA
Software Engineer,"Data Structures, C++, Algorithms",6.4,B.Tech in Computer Science,NA,7.87,38.96,synthetic,NA
Backend Developer,"Django, Spring Boot, Node.js",2.8,B.Tech in Software Engineering,NA,8.0,31.0,synthetic,NA
System Administrator,"Networking, Bash Scripting, Linux",7.6,MS in Systems Engineering,Red Hat Certified Engineer,8.39,61.12,synthetic,NA
Business Analyst,"Excel, SQL, Tableau",8.9,MBA in Data Analytics,Certified Business Analysis Professional,6.49,49.17,synthetic,NA
QA Engineer,"Selenium, JUnit, Test Automation",6.9,B.Tech in Computer Science,ISTQB,8.36,59.13,synthetic,NA
Product Manager,"User Research, Scrum, Agile",6.2,BBA in Product Management,Certified Scrum Product Owner,7.78,52.74,synthetic,NA
Cybersecurity Analyst,"SIEM, Network Security, Ethical Hacking",1.3,BS in Cybersecurity,CEH,8.12,43.21,synthetic,NA
QA Engineer,"JUnit, JIRA, Selenium",2.7,B.Tech in Computer Science,ISTQB,6.83,36.39,synthetic,NA
Data Scientist,"Deep Learning, R, Statistics",5.9,PhD in Machine Learning,TensorFlow Developer,6.61,42.63,synthetic,NA
QA Engineer,"Bug Tracking, JUnit, Test Automation",7.9,B.Tech in Computer Science,ISTQB,6.06,43.23,synthetic,NA
Database Administrator,"MySQL, PostgreSQL, Database Optimization",8.3,MS in Data Engineering,AWS Database Specialty,8.54,64.07,synthetic,NA
Software Engineer,"Python, Algorithms, C++",5.3,M.Tech in Computer Science,NA,9.51,49.33,synthetic,NA
Cybersecurity Analyst,"SOC, Penetration Testing, SIEM",5.3,MS in Information Security,CISSP,7.83,50.89,synthetic,NA
System Administrator,"Windows Server, Firewall, Bash Scripting",6.3,BS in IT Administration,Microsoft Certified Solutions Expert,7.05,47.15,synthetic,NA
Business Analyst,"Stakeholder Management, Tableau, Data Analysis",4.4,BBA in Business Analytics,Certified Business Analysis Professional,7.67,47.36,synthetic,NA
Frontend Developer,"CSS, Vue.js, JavaScript",3.5,MS in UI/UX Design,NA,6.29,19.07,synthetic,NA
Frontend Developer,"CSS, Angular, React",3.2,MS in UI/UX Design,NA,7.97,31.76,synthetic,NA
Business Analyst,"Data Analysis, Excel, SQL",3.3,MBA in Data Analytics,Certified Business Analysis Professional,6.67,36.61,synthetic,NA
Data Scientist,"Statistics, R, Deep Learning",2.1,BS in Data Science,TensorFlow Developer,7.11,37.13,synthetic,NA
Business Analyst,"SQL, Data Analysis, Stakeholder Management",4.5,MBA in Data Analytics,Certified Business Analysis Professional,6.75,40.25,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, Network Security, SIEM",6.7,MS in Information Security,CISSP,6.16,41.03,synthetic,NA
Data Scientist,"Machine Learning, Deep Learning, Statistics",3.6,PhD in Machine Learning,TensorFlow Developer,7.57,44.56,synthetic,NA
Cybersecurity Analyst,"SIEM, Penetration Testing, Network Security",2.9,BS in Cybersecurity,CEH,5.44,25.77,synthetic,NA
Database Administrator,"SQL, MongoDB, MySQL",4.5,MS in Data Engineering,Oracle Certified DBA,6.24,36.17,synthetic,NA
DevOps Engineer,"Kubernetes, Terraform, Docker",2.7,B.Tech in Information Technology,AWS Certified DevOps Engineer,6.74,35.67,synthetic,NA
QA Engineer,"JIRA, Bug Tracking, Selenium",5.7,MS in Software Testing,ISTQB,6.93,44.69,synthetic,NA
Cloud Engineer,"Google Cloud, DevOps, Azure",5.1,B.Tech in Computer Science,AWS Solutions Architect,6.25,37.75,synthetic,NA
System Administrator,"Networking, Bash Scripting, Firewall",2.5,BS in IT Administration,Microsoft Certified Solutions Expert,7.19,38.77,synthetic,NA
System Administrator,"Linux, Networking, Firewall",3.1,BS in IT Administration,Red Hat Certified Engineer,8.64,51.87,synthetic,NA
QA Engineer,"Selenium, JIRA, Test Automation",6.0,MS in Software Testing,Certified Selenium Tester,6.27,40.16,synthetic,NA
Business Analyst,"Tableau, SQL, Data Analysis",0.0,BBA in Business Analytics,Certified Business Analysis Professional,7.18,32.44,synthetic,NA
Embedded Software Engineer,"Microcontrollers, IoT, RTOS",0.2,MS in IoT,ARM Certified Embedded Developer,6.82,30.06,synthetic,NA
Product Manager,"Scrum, JIRA, User Research",5.5,MBA in Technology Management,Certified Scrum Product Owner,6.38,39.79,synthetic,NA
Business Analyst,"Data Analysis, Stakeholder Management, Tableau",6.6,BBA in Business Analytics,Certified Business Analysis Professional,8.32,58.06,synthetic,NA
System Administrator,"Networking, Windows Server, Linux",8.5,BS in IT Administration,Microsoft Certified Solutions Expert,8.8,66.65,synthetic,NA
Software Engineer,"Python, Algorithms, Java",5.9,BS in Software Engineering,NA,7.97,38.51,synthetic,NA
Embedded Software Engineer,"RTOS, C++, C",4.9,MS in IoT,ARM Certified Embedded Developer,7.08,43.89,synthetic,NA
System Administrator,"Bash Scripting, Linux, Windows Server",8.1,MS in Systems Engineering,Red Hat Certified Engineer,6.78,49.49,synthetic,NA
Software Engineer,"Python, Algorithms, C++",9.8,M.Tech in Computer Science,NA,6.91,39.78,synthetic,NA
AI/ML Engineer,"PyTorch, NLP, Computer Vision",2.9,MS in Deep Learning,Deep Learning Specialization,7.11,39.13,synthetic,NA
Database Administrator,"PostgreSQL, MongoDB, SQL",3.7,MS in Data Engineering,Oracle Certified DBA,8.84,54.97,synthetic,NA
Software Engineer,"C++, Java, Python",5.3,B.Tech in Computer Science,NA,8.19,38.77,synthetic,NA
Cloud Engineer,"Google Cloud, AWS, DevOps",2.5,B.Tech in Computer Science,Azure Fundamentals,6.61,34.13,synthetic,NA
Embedded Software Engineer,"Microcontrollers, RTOS, IoT",5.2,MS in IoT,ARM Certified Embedded Developer,7.82,50.56,synthetic,NA
Frontend Developer,"Angular, React, JavaScript",1.5,BS in Web Development,NA,7.0,19.75,synthetic,NA
Frontend Developer,"CSS, React, Vue.js",8.6,BS in Web Development,NA,7.44,41.02,synthetic,NA
Product Manager,"Agile, Scrum, User Research",9.9,MBA in Technology Management,Certified Scrum Product Owner,8.35,66.55,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, Computer Vision, PyTorch",9.7,BS in AI & ML,Google Professional ML Engineer,9.62,76.21,synthetic,NA
QA Engineer,"Test Automation, JUnit, Bug Tracking",6.7,MS in Software Testing,Certified Selenium Tester,8.52,59.91,synthetic,NA
Database Administrator,"Database Optimization, MongoDB, MySQL",5.9,MS in Data Engineering,AWS Database Specialty,7.98,53.59,synthetic,NA
Backend Developer,"Spring Boot, Django, Flask",2.5,B.Tech in Software Engineering,NA,6.31,16.73,synthetic,NA
Backend Developer,"Flask, Node.js, Django",1.4,B.Tech in Software Engineering,NA,6.8,17.9,synthetic,NA
Embedded Software Engineer,"RTOS, IoT, C",4.1,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.17,50.61,synthetic,NA
Software Engineer,"Java, C++, Python",7.4,B.Tech in Computer Science,NA,7.02,34.66,synthetic,NA
Backend Developer,"Node.js, GraphQL, Django",5.6,B.Tech in Software Engineering,NA,8.26,40.08,synthetic,NA
DevOps Engineer,"Kubernetes, Docker, Terraform",6.1,B.Tech in Information Technology,Docker Certified Associate,5.4,33.45,synthetic,NA
Software Engineer,"Java, Data Structures, Python",8.0,B.Tech in Computer Science,NA,8.04,44.32,synthetic,NA
Database Administrator,"Database Optimization, MongoDB, PostgreSQL",7.7,MS in Data Engineering,AWS Database Specialty,9.59,70.97,synthetic,NA
Full Stack Developer,"Django, Node.js, MongoDB",3.1,MS in Full Stack Development,NA,5.87,14.71,synthetic,NA
Embedded Software Engineer,"RTOS, Microcontrollers, C",5.8,MS in IoT,ARM Certified Embedded Developer,6.73,43.34,synthetic,NA
Product Manager,"User Research, Agile, Scrum",3.1,BBA in Product Management,Certified Scrum Product Owner,7.49,42.67,synthetic,NA
Backend Developer,"Django, Flask, Node.js",7.7,M.Tech in Software Systems,NA,6.43,30.69,synthetic,NA
Cybersecurity Analyst,"SOC, Ethical Hacking, Network Security",1.8,BS in Cybersecurity,CompTIA Security+,6.67,32.86,synthetic,NA
Database Administrator,"MySQL, Database Optimization, MongoDB",2.5,BS in Database Management,AWS Database Specialty,9.0,53.25,synthetic,NA
Cybersecurity Analyst,"SIEM, Ethical Hacking, Penetration Testing",3.5,MS in Information Security,CompTIA Security+,7.39,42.87,synthetic,NA
Business Analyst,"Excel, SQL, Tableau",6.2,MBA in Data Analytics,Certified Business Analysis Professional,7.65,51.7,synthetic,NA
Business Analyst,"Stakeholder Management, Tableau, Data Analysis",2.9,BBA in Business Analytics,Certified Business Analysis Professional,6.41,33.53,synthetic,NA
Full Stack Developer,"React, MongoDB, Node.js",4.2,B.Tech in Computer Applications,NA,8.47,38.26,synthetic,NA
Software Engineer,"Data Structures, C++, Python",2.7,B.Tech in Computer Science,NA,7.31,25.23,synthetic,NA
DevOps Engineer,"CI/CD, Terraform, AWS",5.3,B.Tech in Information Technology,Docker Certified Associate,8.39,55.37,synthetic,NA
Data Scientist,"Statistics, Machine Learning, Python",8.9,PhD in Machine Learning,AWS Machine Learning,6.72,51.01,synthetic,NA
QA Engineer,"Bug Tracking, JIRA, Selenium",0.0,MS in Software Testing,ISTQB,7.03,31.24,synthetic,NA
AI/ML Engineer,"TensorFlow, PyTorch, NLP",0.6,BS in AI & ML,Deep Learning Specialization,7.12,33.46,synthetic,NA
Business Analyst,"Stakeholder Management, SQL, Excel",9.0,MBA in Data Analytics,Certified Business Analysis Professional,7.63,58.54,synthetic,NA
Embedded Software Engineer,"RTOS, C++, IoT",8.9,B.Tech in Embedded Systems,ARM Certified Embedded Developer,5.53,41.49,synthetic,NA
Database Administrator,"PostgreSQL, SQL, MySQL",4.3,BS in Database Management,Oracle Certified DBA,8.08,50.39,synthetic,NA
Embedded Software Engineer,"C, C++, Microcontrollers",2.5,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.59,33.97,synthetic,NA
AI/ML Engineer,"Computer Vision, PyTorch, TensorFlow",5.2,BS in AI & ML,Deep Learning Specialization,6.81,42.48,synthetic,NA
Cybersecurity Analyst,"SIEM, Ethical Hacking, Network Security",5.4,MS in Information Security,CompTIA Security+,7.18,45.94,synthetic,NA
Cloud Engineer,"Terraform, Google Cloud, DevOps",4.2,MS in Cloud Computing,Azure Fundamentals,6.68,38.94,synthetic,NA
DevOps Engineer,"Kubernetes, CI/CD, AWS",2.5,MS in Cloud Computing,AWS Certified DevOps Engineer,5.48,25.09,synthetic,NA
DevOps Engineer,"Kubernetes, CI/CD, Terraform",0.0,MS in Cloud Computing,AWS Certified DevOps Engineer,6.56,27.48,synthetic,NA
