Job Role,Skills,Experience (Years),Education,Certifications,CGPA,Job Fit Score,Type,Source
Cloud Engineer,"Google Cloud, AWS, Terraform",2.4,B.Tech in Computer Science,AWS Solutions Architect,7.86,12.54,synthetic,NA
DevOps Engineer,"Terraform, Kubernetes, Docker",5.6,B.Tech in Information Technology,Docker Certified Associate,6.63,10.13,synthetic,NA
Data Scientist,"R, Machine Learning, Statistics",0.4,BS in Data Science,TensorFlow Developer,7.92,11.92,synthetic,NA
Cloud Engineer,"AWS, DevOps, Google Cloud",5.1,B.Tech in Computer Science,AWS Solutions Architect,5.0,5.04,synthetic,NA
Backend Developer,"Flask, Django, Spring Boot",6.2,B.Tech in Software Engineering,NA,7.78,10.82,synthetic,NA
System Administrator,"Firewall, Networking, Linux",4.0,MS in Systems Engineering,Microsoft Certified Solutions Expert,8.88,16.24,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, Ethical Hacking, SOC",4.3,MS in Information Security,CEH,5.8,7.12,synthetic,NA
Product Manager,"User Research, Roadmap Planning, Agile",11.3,MBA in Technology Management,Certified Scrum Product Owner,6.66,12.5,synthetic,NA
Cloud Engineer,"AWS, DevOps, Terraform",7.3,MS in Cloud Computing,AWS Solutions Architect,6.01,8.95,synthetic,NA
AI/ML Engineer,"NLP, Computer Vision, PyTorch",5.4,BS in AI & ML,Deep Learning Specialization,7.16,11.64,synthetic,NA
Cybersecurity Analyst,"SOC, SIEM, Penetration Testing",0.0,MS in Information Security,CISSP,7.48,10.44,synthetic,NA
Backend Developer,"GraphQL, Node.js, Spring Boot",5.2,M.Tech in Software Systems,NA,6.15,5.53,synthetic,NA
Cloud Engineer,"Terraform, Azure, DevOps",6.8,B.Tech in Computer Science,Azure Fundamentals,8.31,15.65,synthetic,NA
AI/ML Engineer,"Computer Vision, NLP, TensorFlow",4.0,MS in Deep Learning,Deep Learning Specialization,10.0,19.6,synthetic,NA
Software Engineer,"C++, Python, Java",7.5,M.Tech in Computer Science,NA,7.13,9.39,synthetic,NA
Cloud Engineer,"DevOps, Terraform, Google Cloud",4.2,B.Tech in Computer Science,AWS Solutions Architect,7.57,12.39,synthetic,NA
Backend Developer,"GraphQL, Spring Boot, Node.js",2.6,B.Tech in Software Engineering,NA,6.22,4.7,synthetic,NA
DevOps Engineer,"Terraform, CI/CD, Docker",0.2,B.Tech in Information Technology,AWS Certified DevOps Engineer,10.0,18.08,synthetic,NA
Product Manager,"Scrum, JIRA, Agile",5.6,BBA in Product Management,Certified Scrum Product Owner,7.35,12.29,synthetic,NA
System Administrator,"Firewall, Linux, Networking",6.3,MS in Systems Engineering,Red Hat Certified Engineer,8.14,14.94,synthetic,NA
Database Administrator,"Database Optimization, MongoDB, MySQL",9.2,BS in Database Management,AWS Database Specialty,6.83,12.17,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, SOC, Ethical Hacking",6.4,MS in Information Security,CEH,8.69,16.63,synthetic,NA
DevOps Engineer,"Docker, CI/CD, Terraform",4.5,MS in Cloud Computing,Docker Certified Associate,8.5,15.3,synthetic,NA
Database Administrator,"PostgreSQL, MySQL, SQL",7.5,BS in Database Management,Oracle Certified DBA,8.23,15.69,synthetic,NA
Business Analyst,"Stakeholder Management, Tableau, SQL",6.5,MBA in Data Analytics,Certified Business Analysis Professional,8.77,16.91,synthetic,NA
AI/ML Engineer,"NLP, PyTorch, Computer Vision",0.5,PhD in AI,Deep Learning Specialization,8.6,14.0,synthetic,NA
DevOps Engineer,"Kubernetes, CI/CD, Docker",5.5,B.Tech in Information Technology,AWS Certified DevOps Engineer,8.69,16.27,synthetic,NA
Database Administrator,"MongoDB, SQL, MySQL",4.3,MS in Data Engineering,Oracle Certified DBA,7.54,12.34,synthetic,NA
Frontend Developer,"CSS, Angular, React",5.8,BS in Web Development,NA,5.85,4.87,synthetic,NA
Embedded Software Engineer,"RTOS, IoT, Microcontrollers",8.4,MS in IoT,ARM Certified Embedded Developer,7.38,13.5,synthetic,NA
Data Scientist,"R, Python, Machine Learning",0.0,PhD in Machine Learning,AWS Machine Learning,7.9,11.7,synthetic,NA
Product Manager,"Scrum, JIRA, Agile",0.0,MBA in Technology Management,Certified Scrum Product Owner,7.69,11.07,synthetic,NA
QA Engineer,"Bug Tracking, Selenium, Test Automation",5.6,MS in Software Testing,ISTQB,8.45,15.59,synthetic,NA
Data Scientist,"Deep Learning, Machine Learning, R",1.5,BS in Data Science,AWS Machine Learning,9.84,18.12,synthetic,NA
System Administrator,"Networking, Bash Scripting, Firewall",1.4,MS in Systems Engineering,Red Hat Certified Engineer,8.69,14.63,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, SOC, SIEM",6.5,MS in Information Security,CEH,9.57,19.31,synthetic,NA
Product Manager,"JIRA, Agile, Roadmap Planning",5.0,BBA in Product Management,Certified Scrum Product Owner,8.39,15.17,synthetic,NA
Backend Developer,"Django, Flask, GraphQL",1.6,M.Tech in Software Systems,NA,7.76,8.92,synthetic,NA
System Administrator,"Networking, Firewall, Windows Server",4.1,MS in Systems Engineering,Red Hat Certified Engineer,9.78,18.98,synthetic,NA
Embedded Software Engineer,"C++, IoT, Microcontrollers",1.5,MS in IoT,ARM Certified Embedded Developer,6.8,9.0,synthetic,NA
Full Stack Developer,"Express, Django, React",4.5,B.Tech in Computer Applications,NA,7.99,10.77,synthetic,NA
Product Manager,"Scrum, Agile, User Research",5.2,MBA in Technology Management,Certified Scrum Product Owner,7.76,13.36,synthetic,NA
Full Stack Developer,"React, MongoDB, Django",4.4,B.Tech in Computer Applications,NA,7.73,9.95,synthetic,NA
Cybersecurity Analyst,"SIEM, Ethical Hacking, Penetration Testing",5.3,MS in Information Security,CISSP,8.37,15.23,synthetic,NA
Frontend Developer,"Vue.js, React, JavaScript",1.1,MS in UI/UX Design,NA,7.4,7.64,synthetic,NA
AI/ML Engineer,"TensorFlow, Computer Vision, PyTorch",5.8,BS in AI & ML,Deep Learning Specialization,8.35,15.37,synthetic,NA
Software Engineer,"Python, Algorithms, Data Structures",7.0,M.Tech in Computer Science,NA,5.77,5.11,synthetic,NA
Backend Developer,"GraphQL, Django, Flask",7.1,M.Tech in Software Systems,NA,6.91,8.57,synthetic,NA
Business Analyst,"Data Analysis, Tableau, SQL",4.7,BBA in Business Analytics,Certified Business Analysis Professional,7.9,13.58,synthetic,NA
Software Engineer,"Python, Java, Algorithms",4.0,BS in Software Engineering,NA,8.2,11.2,synthetic,NA
Backend Developer,"GraphQL, Node.js, Django",7.2,B.Tech in Software Engineering,NA,7.7,10.98,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, SIEM, Network Security",3.7,BS in Cybersecurity,CompTIA Security+,6.44,8.8,synthetic,NA
Data Scientist,"R, Deep Learning, Machine Learning",1.6,MS in Artificial Intelligence,TensorFlow Developer,6.23,7.33,synthetic,NA
QA Engineer,"Test Automation, Selenium, Bug Tracking",6.2,B.Tech in Computer Science,Certified Selenium Tester,8.7,16.58,synthetic,NA
Software Engineer,"C++, Algorithms, Data Structures",4.4,M.Tech in Computer Science,NA,7.56,9.44,synthetic,NA
Cloud Engineer,"Azure, DevOps, Terraform",0.5,MS in Cloud Computing,Azure Fundamentals,8.38,13.34,synthetic,NA
System Administrator,"Networking, Windows Server, Firewall",1.1,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.99,12.41,synthetic,NA
Product Manager,"Roadmap Planning, User Research, Agile",6.4,MBA in Technology Management,Certified Scrum Product Owner,7.13,11.95,synthetic,NA
DevOps Engineer,"Terraform, CI/CD, AWS",5.0,B.Tech in Information Technology,AWS Certified DevOps Engineer,9.14,17.42,synthetic,NA
Frontend Developer,"JavaScript, Angular, Vue.js",2.5,MS in UI/UX Design,NA,7.28,7.84,synthetic,NA
Backend Developer,"GraphQL, Django, Node.js",0.9,B.Tech in Software Engineering,NA,7.56,8.04,synthetic,NA
Software Engineer,"Java, Data Structures, Python",4.6,M.Tech in Computer Science,NA,8.91,13.57,synthetic,NA
Software Engineer,"Python, Data Structures, Java",6.1,BS in Software Engineering,NA,6.22,6.1,synthetic,NA
Database Administrator,"MongoDB, PostgreSQL, MySQL",0.6,BS in Database Management,Oracle Certified DBA,6.09,6.51,synthetic,NA
Business Analyst,"Tableau, Stakeholder Management, Data Analysis",4.3,BBA in Business Analytics,Certified Business Analysis Professional,7.64,12.64,synthetic,NA
Backend Developer,"Flask, Spring Boot, Django",4.1,M.Tech in Software Systems,NA,7.31,8.57,synthetic,NA
Cybersecurity Analyst,"SIEM, Penetration Testing, Network Security",1.5,MS in Information Security,CEH,5.54,5.22,synthetic,NA
Product Manager,"Agile, Roadmap Planning, JIRA",8.4,BBA in Product Management,Certified Scrum Product Owner,6.46,10.74,synthetic,NA
Data Scientist,"Python, R, Machine Learning",3.5,BS in Data Science,AWS Machine Learning,8.01,13.43,synthetic,NA
Full Stack Developer,"MongoDB, Node.js, Express",1.1,MS in Full Stack Development,NA,6.83,5.93,synthetic,NA
Cybersecurity Analyst,"SIEM, SOC, Network Security",5.6,BS in Cybersecurity,CompTIA Security+,10.0,20.24,synthetic,NA
Software Engineer,"Python, Java, Data Structures",4.0,BS in Software Engineering,NA,7.51,9.13,synthetic,NA
Software Engineer,"Algorithms, Python, C++",10.5,BS in Software Engineering,NA,9.55,17.85,synthetic,NA
Full Stack Developer,"Node.js, Express, Django",4.3,B.Tech in Computer Applications,NA,9.19,14.29,synthetic,NA
Cloud Engineer,"AWS, DevOps, Terraform",0.8,B.Tech in Computer Science,Azure Fundamentals,5.0,3.32,synthetic,NA
Full Stack Developer,"Express, Django, React",4.4,B.Tech in Computer Applications,NA,8.19,11.33,synthetic,NA
AI/ML Engineer,"PyTorch, NLP, TensorFlow",11.2,BS in AI & ML,Deep Learning Specialization,8.82,18.94,synthetic,NA
Business Analyst,"Excel, Stakeholder Management, SQL",4.5,MBA in Data Analytics,Certified Business Analysis Professional,7.5,12.3,synthetic,NA
Business Analyst,"Stakeholder Management, Data Analysis, Excel",1.0,MBA in Data Analytics,Certified Business Analysis Professional,7.46,10.78,synthetic,NA
Backend Developer,"Flask, Django, Node.js",1.6,M.Tech in Software Systems,NA,6.38,4.78,synthetic,NA
Frontend Developer,"Vue.js, Angular, CSS",2.7,BS in Web Development,NA,6.54,5.7,synthetic,NA
Backend Developer,"Spring Boot, Node.js, Flask",2.4,M.Tech in Software Systems,NA,6.53,5.55,synthetic,NA
Data Scientist,"R, Machine Learning, Statistics",3.2,MS in Artificial Intelligence,TensorFlow Developer,6.28,8.12,synthetic,NA
Embedded Software Engineer,"RTOS, C++, IoT",6.2,MS in IoT,ARM Certified Embedded Developer,8.66,16.46,synthetic,NA
Database Administrator,"PostgreSQL, MongoDB, MySQL",5.8,MS in Data Engineering,Oracle Certified DBA,7.21,11.95,synthetic,NA
Data Scientist,"Statistics, Deep Learning, R",2.0,MS in Artificial Intelligence,TensorFlow Developer,9.66,17.78,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, NLP, PyTorch",1.2,PhD in AI,Deep Learning Specialization,10.0,18.48,synthetic,NA
Database Administrator,"Database Optimization, MongoDB, MySQL",5.4,MS in Data Engineering,AWS Database Specialty,7.6,12.96,synthetic,NA
Data Scientist,"Python, Machine Learning, Deep Learning",3.0,MS in Artificial Intelligence,AWS Machine Learning,6.53,8.79,synthetic,NA
Product Manager,"Roadmap Planning, JIRA, Agile",3.4,BBA in Product Management,Certified Scrum Product Owner,9.62,18.22,synthetic,NA
Backend Developer,"Node.js, Django, Flask",6.8,B.Tech in Software Engineering,NA,7.18,9.26,synthetic,NA
Backend Developer,"Django, Spring Boot, Flask",6.8,M.Tech in Software Systems,NA,8.53,13.31,synthetic,NA
Cloud Engineer,"Terraform, DevOps, Azure",5.3,B.Tech in Computer Science,AWS Solutions Architect,8.76,16.4,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, SIEM, Ethical Hacking",3.4,MS in Information Security,CompTIA Security+,8.98,16.3,synthetic,NA
Full Stack Developer,"MongoDB, Node.js, Express",3.9,MS in Full Stack Development,NA,6.57,6.27,synthetic,NA
Cloud Engineer,"Terraform, Google Cloud, Azure",9.9,B.Tech in Computer Science,Azure Fundamentals,8.73,18.15,synthetic,NA
Business Analyst,"Data Analysis, Excel, SQL",3.7,MBA in Data Analytics,Certified Business Analysis Professional,5.41,5.71,synthetic,NA
Full Stack Developer,"Django, MongoDB, Node.js",5.6,B.Tech in Computer Applications,NA,6.26,6.02,synthetic,NA
Frontend Developer,"Vue.js, JavaScript, React",6.1,MS in UI/UX Design,NA,7.72,10.6,synthetic,NA
Database Administrator,"MySQL, MongoDB, PostgreSQL",7.3,MS in Data Engineering,Oracle Certified DBA,9.03,18.01,synthetic,NA
Embedded Software Engineer,"C, Microcontrollers, RTOS",0.9,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.88,9.0,synthetic,NA
Data Scientist,"Deep Learning, R, Statistics",6.1,MS in Artificial Intelligence,TensorFlow Developer,7.86,14.02,synthetic,NA
System Administrator,"Linux, Bash Scripting, Networking",3.9,BS in IT Administration,Red Hat Certified Engineer,7.55,12.21,synthetic,NA
Database Administrator,"PostgreSQL, MySQL, MongoDB",4.3,BS in Database Management,AWS Database Specialty,8.29,14.59,synthetic,NA
Business Analyst,"Stakeholder Management, Data Analysis, Excel",4.5,MBA in Data Analytics,Certified Business Analysis Professional,6.48,9.24,synthetic,NA
Data Scientist,"R, Machine Learning, Statistics",3.5,PhD in Machine Learning,AWS Machine Learning,6.42,8.66,synthetic,NA
Cloud Engineer,"Google Cloud, Terraform, DevOps",6.3,MS in Cloud Computing,Azure Fundamentals,7.9,14.22,synthetic,NA
AI/ML Engineer,"TensorFlow, PyTorch, Reinforcement Learning",5.7,PhD in AI,Google Professional ML Engineer,9.59,19.05,synthetic,NA
Business Analyst,"Tableau, Stakeholder Management, SQL",6.0,MBA in Data Analytics,Certified Business Analysis Professional,5.38,6.54,synthetic,NA
Software Engineer,"Data Structures, Algorithms, Java",8.8,M.Tech in Computer Science,NA,8.38,13.66,synthetic,NA
QA Engineer,"Selenium, JIRA, Test Automation",0.0,B.Tech in Computer Science,Certified Selenium Tester,6.89,8.67,synthetic,NA
Product Manager,"Scrum, User Research, Agile",7.6,MBA in Technology Management,Certified Scrum Product Owner,7.82,14.5,synthetic,NA
AI/ML Engineer,"NLP, Computer Vision, Reinforcement Learning",6.6,PhD in AI,Google Professional ML Engineer,7.65,13.59,synthetic,NA
Full Stack Developer,"MongoDB, Django, Node.js",4.0,B.Tech in Computer Applications,NA,7.48,9.04,synthetic,NA
Data Scientist,"R, Statistics, Deep Learning",6.8,MS in Artificial Intelligence,TensorFlow Developer,7.69,13.79,synthetic,NA
System Administrator,"Linux, Windows Server, Networking",1.9,MS in Systems Engineering,Red Hat Certified Engineer,5.82,6.22,synthetic,NA
Database Administrator,"MySQL, Database Optimization, SQL",7.5,BS in Database Management,Oracle Certified DBA,7.99,14.97,synthetic,NA
Backend Developer,"Node.js, GraphQL, Spring Boot",8.8,M.Tech in Software Systems,NA,7.4,10.72,synthetic,NA
Database Administrator,"PostgreSQL, Database Optimization, SQL",3.1,BS in Database Management,Oracle Certified DBA,8.96,16.12,synthetic,NA
Business Analyst,"Tableau, Data Analysis, Excel",4.3,MBA in Data Analytics,Certified Business Analysis Professional,8.01,13.75,synthetic,NA
Cloud Engineer,"DevOps, AWS, Terraform",8.3,B.Tech in Computer Science,AWS Solutions Architect,9.32,19.28,synthetic,NA
Software Engineer,"Python, C++, Java",6.7,B.Tech in Computer Science,NA,6.32,6.64,synthetic,NA
Frontend Developer,"CSS, Vue.js, Angular",8.8,MS in UI/UX Design,NA,5.04,3.64,synthetic,NA
Product Manager,"Roadmap Planning, User Research, Agile",5.2,MBA in Technology Management,Certified Scrum Product Owner,5.25,5.83,synthetic,NA
QA Engineer,"Test Automation, Bug Tracking, Selenium",1.3,B.Tech in Computer Science,Certified Selenium Tester,8.83,15.01,synthetic,NA
Database Administrator,"SQL, PostgreSQL, Database Optimization",9.0,BS in Database Management,Oracle Certified DBA,8.85,18.15,synthetic,NA
Data Scientist,"Machine Learning, Statistics, Python",7.8,MS in Artificial Intelligence,AWS Machine Learning,8.36,16.2,synthetic,NA
Frontend Developer,"CSS, Vue.js, React",8.5,MS in UI/UX Design,NA,6.36,7.48,synthetic,NA
Product Manager,"User Research, Scrum, Agile",4.5,BBA in Product Management,Certified Scrum Product Owner,6.85,10.35,synthetic,NA
Frontend Developer,"Angular, JavaScript, React",6.6,BS in Web Development,NA,8.16,12.12,synthetic,NA
Full Stack Developer,"React, Node.js, Django",2.0,B.Tech in Computer Applications,NA,7.3,7.7,synthetic,NA
Data Scientist,"Deep Learning, Statistics, Python",3.7,BS in Data Science,TensorFlow Developer,6.84,10.0,synthetic,NA
Data Scientist,"Deep Learning, Machine Learning, Python",3.7,PhD in Machine Learning,TensorFlow Developer,7.65,12.43,synthetic,NA
Product Manager,"Scrum, Agile, JIRA",4.1,BBA in Product Management,Certified Scrum Product Owner,8.32,14.6,synthetic,NA
Software Engineer,"Java, Data Structures, C++",1.5,B.Tech in Computer Science,NA,6.53,5.19,synthetic,NA
Full Stack Developer,"React, Django, MongoDB",0.0,B.Tech in Computer Applications,NA,8.92,11.76,synthetic,NA
Software Engineer,"C++, Python, Data Structures",11.9,M.Tech in Computer Science,NA,5.9,7.46,synthetic,NA
DevOps Engineer,"Terraform, AWS, Kubernetes",5.6,B.Tech in Information Technology,AWS Certified DevOps Engineer,6.18,8.78,synthetic,NA
Backend Developer,"Django, Flask, Node.js",6.2,B.Tech in Software Engineering,NA,8.5,12.98,synthetic,NA
Cloud Engineer,"DevOps, AWS, Terraform",6.5,B.Tech in Computer Science,Azure Fundamentals,8.24,15.32,synthetic,NA
QA Engineer,"JIRA, Test Automation, Selenium",4.4,B.Tech in Computer Science,ISTQB,6.75,10.01,synthetic,NA
Database Administrator,"Database Optimization, SQL, MySQL",6.8,MS in Data Engineering,AWS Database Specialty,5.14,6.14,synthetic,NA
DevOps Engineer,"Terraform, Docker, CI/CD",9.6,MS in Cloud Computing,AWS Certified DevOps Engineer,8.29,16.71,synthetic,NA
Business Analyst,"Excel, Stakeholder Management, Tableau",2.1,MBA in Data Analytics,Certified Business Analysis Professional,8.19,13.41,synthetic,NA
QA Engineer,"Bug Tracking, JUnit, Selenium",9.9,B.Tech in Computer Science,Certified Selenium Tester,9.73,21.15,synthetic,NA
Embedded Software Engineer,"IoT, C++, RTOS",2.4,MS in IoT,ARM Certified Embedded Developer,6.12,7.32,synthetic,NA
Business Analyst,"Stakeholder Management, Excel, Data Analysis",4.1,MBA in Data Analytics,Certified Business Analysis Professional,9.68,18.68,synthetic,NA
Software Engineer,"C++, Java, Data Structures",6.9,M.Tech in Computer Science,NA,8.05,11.91,synthetic,NA
Embedded Software Engineer,"IoT, RTOS, Microcontrollers",2.7,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.56,8.76,synthetic,NA
Product Manager,"Agile, JIRA, User Research",8.1,BBA in Product Management,Certified Scrum Product Owner,8.75,17.49,synthetic,NA
Full Stack Developer,"Express, Node.js, MongoDB",12.3,B.Tech in Computer Applications,NA,9.09,17.19,synthetic,NA
Embedded Software Engineer,"RTOS, IoT, C++",6.3,B.Tech in Embedded Systems,ARM Certified Embedded Developer,5.93,8.31,synthetic,NA
QA Engineer,"Bug Tracking, Test Automation, Selenium",9.3,B.Tech in Computer Science,ISTQB,8.74,17.94,synthetic,NA
QA Engineer,"Selenium, Test Automation, JUnit",4.6,B.Tech in Computer Science,Certified Selenium Tester,6.56,9.52,synthetic,NA
